Borsa_Fiyati,Sistem_Hacmi,Sebekeden_Alis,Sebekeye_Satis,Kooperatif_Tasarrufu
3.08993384573027,-0.1265,325.3265,0,0.021505
3.08993170273141,-0.1265,315.1265,0,0.021505
3.08993302156671,-0.1265,321.3265,0,0.021505
3.0899324217099,-0.1265,318.4765,0,0.021505
3.08993643657624,-0.1265,338.5765,0,0.021505
4.97063088865135,-0.1265,343.1265,0,-0.216315
4.97065515554701,-0.1265,330.4265,0,-0.216315
4.97008282778892,-0.1265,2611.8765,0,-0.216315
4.77302266262659,340.5652,2275.3848,0,582.366492
4.52832131870894,908.259,1699.891,0,1553.12289
4.36651217350226,1196.818,997.582,0,2046.55878
4.55136511948141,710.619,1481.431,0,1215.15849
4.42093435604788,1021.457,1138.293,0,1746.69147
4.44823252138332,918.557,1173.293,0,1570.73247
4.41640011616139,1006.667,1096.133,0,1721.40057
4.54223978403722,727.1231,1452.4769,0,1243.380501
7.24691609883866,80.0989,3350.6511,0,326.803512
7.34016275619666,-0.1265,3171.3765,0,-0.51612
7.34017112882457,-0.1265,3016.2265,0,-0.51612
7.34017088518639,-0.1265,3020.5265,0,-0.51612
7.34017179813686,-0.1265,3004.4765,0,-0.51612
3.08999291578814,-0.1265,3035.8765,0,0.021505
3.08995998127932,-0.1265,537.6265,0,0.021505
3.08993232601208,-0.1265,318.0265,0,0.021505
3.08993572413834,-0.1265,334.8265,0,0.021505
3.08993117816391,-0.1265,312.7265,0,0.021505
3.0899350446351,-0.1265,331.3265,0,0.021505
3.08993432053594,-0.1265,327.6765,0,0.021505
3.0899356856928,-0.1265,334.6265,0,0.021505
4.97063627017988,-0.1265,340.2265,0,-0.216315
4.97069404360653,-0.1265,311.9265,0,-0.216315
4.97008493021227,-0.1265,2547.2265,0,-0.216315
4.75948773852381,373.457,2286.693,0,638.61147
4.5321807129741,727.84,1387.06,0,1244.6064
4.37995448359641,1121.975,1007.625,0,1918.57725
4.2978340452392,1389.948,756.152,0,2376.81108
4.2640596745876,1538.985,649.915,0,2631.66435
4.2877126788517,1359.811,688.439,0,2325.27681
4.44896493565656,943.763,1209.837,0,1613.83473
